Species,Strain,Age,Sex,OrigSubNum,DBSubNum,InjuryDevice,InjuryCondition,SpinalLevel,Laterality,BlindingCode,UniqueIdentifier,intendedforce,actualforce,actualdisplacement,actualvelocity,dwelltime,cmprs,imp_v,cmprs_rt,STD_TissDeform,STD_Velocity,STD_TissForce,wtChng_wk1,wtChng_wk3,wtChng_wk6,Mean_3and6_WeightGain,Mean_1and3and6wks_WeightGain,RFSL_wk1,RFSL_wk3,RFSL_wk6,Mean_3and6_RFSL,Mean_1and3and6wks_RFSL,RFPA_wk1,RFPA_wk3,RFPA_wk6,Mean_3and6_RFPA,Mean_1and3and6wks_RFPA,AbsDevStepDistRF_wk1,AbsDevStepDistRF_wk3,AbsDevStepDistRF_wk6,Mean_3and6_AbsDevStepDistRF,Mean_1and3and6wks_AbsDevStepDistRF,LFSL_wk1,LFSL_wk3,LFSL_wk6,Mean_3and6_LFSL,Mean_1and3and6wks_LFSL,LFPA_wk1,LFPA_wk3,LFPA_wk6,Mean_3and6_LFPA,Mean_1and3and6wks_LFPA,AbsDevStepDistLF_wk1,AbsDevStepDistLF_wk3,AbsDevStepDistLF_wk6,Mean_3and6_AbsDevStepDistLF,Mean_1and3and6wks_AbsDevStepDistLF,RHSL_wk1,RHSL_wk3,RHSL_wk6,Mean_3and6_RHSL,Mean_1and3and6wks_RHSL,RHPA_wk1,RHPA_wk3,RHPA_wk6,Mean_3and6_RHPA,Mean_1and3and6wks_RHPA,AbsDevStepDistRH_wk1,AbsDevStepDistRH_wk3,AbsDevStepDistRH_wk6,Mean_3and6_AbsDevStepDistRH,Mean_1and3and6wks_AbsDevStepDistRH,LHSL_wk1,LHSL_wk3,LHSL_wk6,Mean_3and6_LHSL,Mean_1and3and6wks_LHSL,LHPA_wk1,LHPA_wk3,LHPA_wk6,Mean_3and6_LHPA,Mean_1and3and6wks_LHPA,AbsDevStepDistLH_wk1,AbsDevStepDistLH_wk3,AbsDevStepDistLH_wk6,Mean_3and6_AbsDevStepDistLH,Mean_1and3and6wks_AbsDevStepDistLH,Groom_wk1,Groom_wk3,Groom_wk6,Mean_3and6_Grooming,Mean_1and3and6wks_Grooming,PawPL_wk1,PawPL_wk3,PawPL_wk6,Mean_3and6_PawPL,Mean_1and3and6wks_PawPL,BBB_FergTrans_wk1,BBB_FergTrans_wk3,BBB_FergTrans_wk6,Mean_3and6_BBB_FergTrans,Mean_1and3and6wks_BBB_FergTrans,TotalSubscore_wk1,TotalSubscore_wk3,TotalSubscore_wk6,Mean_3and6_BBB_TotalSubscore,Mean_1and3and6wks_BBB_TotalSubscore,ForelimbOpenField_wk1,ForelimbOpenField_wk3,ForelimbOpenField_wk6,Mean_3and6_ForelimbOpenField,Mean_1and3and6wks_ForelimbOpenField,pct_TissueAreaTOTepi,pct_tsprle,pct_gmsprle,pct_wmsprle,pct_prcls,PctCntMN_COMPavg
Rat,LE,75-83days,,R2109,2109,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,-1,11,32,21.5,14,119.1,119.2,115.7,117.45,118,116.11,104.2,128.6,116.4,116.3033333,0.418,1.5,0.22,0.86,0.712666667,122.59,123.35,117,120.175,120.98,111.29,107.39,109.53,108.46,109.4033333,0.54,2.17,1.63,1.9,1.446666667,121.32,116.04,116.34,116.19,117.9,134.5,129.28,222.98,176.13,162.2533333,1.32,0.28,0.38,0.33,0.66,122.54,121.76,125.37,123.565,123.2233333,217.6,148.76,238.59,193.675,201.65,0.77,1.5,2.65,2.075,1.64,5,5,5,5,5,22.77,36.91,32.05,34.48,30.57666667,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,99,98,106,97,0,95.88551
Rat,LE,75-83days,,R2110,2110,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,2,23,18,20.5,14.33333333,135.8,140.7,132.33,136.515,136.2766667,88.5,79.2,78.5,78.85,82.06666667,0.74,1.34,0.29,0.815,0.79,138.05,139.4,132,135.7,136.4833333,129,94.69,74.29,84.49,99.32666667,1.9,1.2,1.42,1.31,1.506666667,135.24,140.8,132.13,136.465,136.0566667,151.32,114.45,143.82,129.135,136.53,0.81,1.2,3.59,2.395,1.866666667,135.26,135.44,133.8,134.62,134.8333333,136.87,111.76,159.88,135.82,136.17,0.74,1.97,1.19,1.58,1.3,5,5,5,5,5,17.78,15.28,16.98,16.13,16.68,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,101,100,106,99,0,99.90384
Rat,LE,75-83days,,R2112,2112,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-8,4,10,7,2,123.4,108.8,153.8,131.3,128.6666667,133.18,116.5,161.867,139.1835,137.1823333,3.65,0.86,3.14,2,2.55,124.63,107.82,109,108.41,113.8166667,123.04,123.447,123.86,123.6535,123.449,0.268,1.43,3.448,2.439,1.715333333,132.42,112.03,130.09,121.06,124.8466667,204.31,222.07,246.35,234.21,224.2433333,0.26,1.26,0.16,0.71,0.56,136.82,116.63,133.08,124.855,128.8433333,118.96,193.126,271.37,232.248,194.4853333,2.02,1.76,0.16,0.96,1.313333333,4,4,4,4,4,58.57,65.68,52.8,59.24,59.01666667,9,9,9,9,9,8,7,9,8,8,3,3,3,3,3,30,24,23,25,5,68.05475
Rat,LE,75-83days,,R2113,2113,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-16,-6,8,1,-4.666666667,90.57,92.01,105.33,98.67,95.97,81.03,120.08,77.28,98.68,92.79666667,6.16,6.79,1.88,4.335,4.943333333,124.466,87.6,130,108.8,114.022,136.69,141.833,183.88,162.8565,154.1343333,1.67,8.43,4.322,6.376,4.807333333,161.96,104.75,112.98,108.865,126.5633333,385.24,239,203.72,221.36,275.9866667,1.63,0.74,2.45,1.595,1.606666667,143.28,135.87,116.55,126.21,131.9,300.82,279.37,238.4,258.885,272.8633333,1.28,2.38,0.03,1.205,1.23,2,2,2,2,2,98.55,77.89,63.69,70.79,80.04333333,9,9,9,9,9,7,8,8,8,7.666666667,1,2,3,2.5,2,110,10,4,14,98,53.68073
Rat,LE,75-83days,,R2115,2115,IH-impactor,75kdyn,C5,Unilateral,,,75,78,687,120,0,,,,687,,,9,13,19,16,13.66666667,92.258,144.7467,104.5208,124.63375,113.8418333,102.1708,212.8099,121.025,166.91745,145.3352333,1.465,3,0.2475,1.62375,1.570833333,94.292,116.76,104,110.38,105.0173333,114.7238,159.1505,108.1417,133.6461,127.3386667,1.622087,4.244,0.912,2.578,2.259362333,75.71,161.99,94.26,128.125,110.6533333,199.939,424.6,223.34,323.97,282.6263333,0.47,0.61,2.05,1.33,1.043333333,86.79,139.46,102.45,120.955,109.5666667,229.1167,425.57,215.94,320.755,290.2089,1.62,1.13,1.41,1.27,1.386666667,3,3,5,4,3.666666667,89.17,85.71,71.43,78.57,82.10333333,9,10,9,9.5,9.333333333,12,13,12,12.5,12.33333333,3,3,3,3,3,61,40,7,57,21,24.910194
Rat,LE,75-83days,,R2116,2116,IH-impactor,75kdyn,C5,Unilateral,,,75,78,599,122,0,,,,599,,,13,27,38,32.5,26,109.1,129.5393,116.4833,123.0113,118.3742,85.6667,137.8567,92.98,115.41835,105.5011333,0.465,1.408,1.736,1.572,1.203,111.217,128.3,118,123.15,119.1723333,102.14,181.25,97.96,139.605,127.1166667,1.62875,1.27,1.6,1.435,1.499583333,110.56,143.22,119.87,131.545,124.55,229.517,343.61,161.64,252.625,244.9223333,0.3,0.02,0.29,0.155,0.203333333,111.23,153.08,113.88,133.48,126.0633333,213.583,333.42,155.78,244.6,234.261,1.63,1.16,0.42,0.79,1.07,4,5,5,5,4.666666667,74.42,34.21,31.36,32.785,46.66333333,10,12,12,12,11.33333333,13,13,13,13,13,3,3,3,3,3,60,36,0,56,23,35.432842
Rat,LE,75-83days,,R2117,2117,IH-impactor,75kdyn,C5,Unilateral,,,75,77,599,117,0,,,,599,,,11,20,29,24.5,20,111.3167,133.2667,130.2,131.73335,124.9278,97.23,129.14,95.57,112.355,107.3133333,0.3338,2.402,1.676,2.039,1.4706,113.3767,137.035,131,134.0175,127.1372333,97.11334,130.44,89.81,110.125,105.78778,0.772,1.012,1.58,1.296,1.121333333,110.75,122.8,133.59,128.195,122.38,219.8,272.6,195.94,234.27,229.4466667,0.77,0.09,2.74,1.415,1.2,116.98,158.02,131.2,144.61,135.4,223.99,276.35,168.36,222.355,222.9,0.77,1.29,0.65,0.97,0.903333333,5,5,5,5,5,39.29,64.44,59.26,61.85,54.33,12,12,10,11,11.33333333,13,12,11,11.5,12,3,3,3,3,3,82,65,0,91,17,32.904095
Rat,LE,75-83days,,R2118,2118,IH-impactor,75kdyn,C5,Unilateral,,,75,75,617,122,0,,,,617,,,5,11,21,16,12.33333333,107.3766,129.3366,115.919,122.6278,117.5440667,75.50334,135.6134,98.866,117.2397,103.32758,0.222,0.324,0.802,0.563,0.449333333,109.633,129.7733,114,121.88665,117.8021,104.6134,133.786,110.94,122.363,116.4464667,1.398,1.908,1.58,1.744,1.628666667,121.183,108.34,110.82,109.58,113.4476667,211.56,272.18,162.71,217.445,215.4833333,0.73,1.77,1.08,1.425,1.193333333,127.73,155.8,111.02,133.41,131.5166667,220.06,324.36,175.016,249.688,239.812,1.4,3.78,1.27,2.525,2.15,4,5,5,5,4.666666667,72.92,82.46,78.65,80.555,78.01,9,9,9,9,9,13,13,13,13,13,2,3,3,3,2.666666667,73,47,3,68,26,15.649963
Rat,LE,75-83days,,R2119,2119,IH-impactor,75kdyn,C5,Unilateral,,,75,81,546,120,0,,,,546,,,-19,-11,7,-2,-7.666666667,101.3766,115.827,123.446,119.6365,113.5498667,60.53,105.937,78.8167,92.37685,81.76123333,0.378,0.236,0.5706,0.4033,0.394866667,111.2433,114.517,118,116.2585,114.5867667,105.3386,113.23,90.2208,101.7254,102.9298,0.688,1.334,1.6246,1.4793,1.215533333,111.5167,126.73,126.39,126.56,121.5455667,172.95,239.667,176.99,208.3285,196.5356667,0.42,2.62,0.2,1.41,1.08,112.9,160.113,119.44,139.7765,130.8176667,185.69,291.78,146.27,219.025,207.9133333,0.69,3.73,2.4,3.065,2.273333333,3,5,5,5,4.333333333,77.27,48.48,33.57,41.025,53.10666667,10,9,11,10,10,13,12,13,12.5,12.66666667,3,3,3,3,3,78,38,0,55,41,21.502525
Rat,LE,75-83days,,R2128,2128,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,0,-6,-1,-3.5,-2.333333333,88.7,110.2,102.8,106.5,100.5666667,86.85,114.25,88,101.125,96.36666667,4.68,0.73,1.05,0.89,2.153333333,144.08,141.25,104,122.625,129.7766667,169.93,165.6,117.1,141.35,150.8766667,0.47,1.07,2.47,1.77,1.336666667,129.35,110.667,130.77,120.7185,123.5956667,267.15,135.53,155.95,145.74,186.21,3.96,1.45,1.52,1.485,2.31,122.5,190.12,152.15,171.135,154.9233333,225.15,121.98,256.55,189.265,201.2266667,0.28,1.08,4.05,2.565,1.803333333,1,4,3,3.5,2.666666667,66.92,63.64,64.29,63.965,64.95,9,9,9,9,9,8,9,8,8.5,8.333333333,2,3,3,3,2.666666667,79,42,18,53,36,41.261578
Rat,LE,75-83days,,R2135,2135,IH-impactor,75kdyn,C5,Unilateral,,,75,77,687,122,0,,,,687,,,3.5,6,25,15.5,11.5,116.55,109.83,128.896,119.363,118.4253333,58.74,116.76,73.12,94.94,82.87333333,0.98,1.64,0.778,1.209,1.132666667,117.03,115.134,130,122.567,120.7213333,89.38,128.11,98.93,113.52,105.4733333,1.186,0.528,0.576,0.552,0.763333333,113.21,120.25,132.603,126.4265,122.021,152.95,242.57,130.6133,186.59165,175.3777667,2.15,0.59,1.69,1.14,1.476666667,116.68,114.417,130.33,122.3735,120.4756667,167.56,244.05,140.133,192.0915,183.9143333,1.95,1.58,1.49,1.535,1.673333333,2,3,4,3.5,3,64.71,44.64,56.96,50.8,55.43666667,9,10,12,11,10.33333333,13,12,13,12.5,12.66666667,3,3,3,3,3,89,63,15,86,26,36.525024
Rat,LE,75-83days,,R2136,2136,IH-impactor,75kdyn,C5,Unilateral,,,75,78,899,124,0,,,,899,,,-4,1,13,7,3.333333333,97.78,123.584,147.43,135.507,122.9313333,65.02,70.5766,46.96,58.7683,60.8522,3.093,0.48,1.83,1.155,1.801,101.93,124.4167,137,130.70835,121.1155667,132.89,98.226,70.683,84.4545,100.5996667,2.975,0.48,1.23,0.855,1.561666667,108.267,126.5667,130.8167,128.6917,121.8834667,152.83,125.97,90.18,108.075,122.9933333,1.29,0.12,0.98,0.55,0.796666667,120.83,127.7,137.65,132.675,128.7266667,181.67,138.42,129.88,134.15,149.99,0.71,2.4,1.3,1.85,1.47,4,3,4,3.5,3.666666667,89.41,82.72,90.43,86.575,87.52,10,10,9,9.5,9.666666667,11,12,13,12.5,12,3,3,3,3,3,60,34,18,41,26,26.964518
Rat,LE,75-83days,,R2137,2137,IH-impactor,75kdyn,C5,Unilateral,,,75,75,846,122,0,,,,846,,,-2,8,36,22,14,119.47,123.32,136.3668,129.8434,126.3856,59.6,100.49,40.65,70.57,66.91333333,0.886,1.6,1.3,1.45,1.262,144.37,122.0834,127,124.5417,131.1511333,119.6,134.717,72.44,103.5785,108.919,3.08,1.38,1.27,1.325,1.91,120.4,122.01,136.3668,129.1884,126.2589333,93.48,269.1533,40.65,154.90165,134.4277667,2.98,0.62,1.27,0.945,1.623333333,125.167,115.2,126.5,120.85,122.289,142.42,212.2,72.44,142.32,142.3533333,0.78,1.42,0.5,0.96,0.9,2,3,4,3.5,3,76.65,80.29,65.98,73.135,74.30666667,9,9,10,9.5,9.333333333,13,12,12,12,12.33333333,3,3,3,3,3,68,36,0,50,31,23.076923
Rat,LE,75-83days,,R2138,2138,IH-impactor,75kdyn,C5,Unilateral,,,75,81,811,120,0,,,,811,,,-7,2,6,4,0.333333333,117.75,136.38,110.08,123.23,121.4033333,70.449,111.88,85.13,98.505,89.153,2,0.872,1.032,0.952,1.301333333,108.27,147.58,113,130.29,122.95,82.25,120.1834,79.764,99.9737,94.0658,0.67,0.06,1.92,0.99,0.883333333,122.05,132.93,116.883,124.9065,123.9543333,131.78,207.76,136.32,172.04,158.62,0.38,0.87,0.08,0.475,0.443333333,128.88,131.1,113.043,122.0715,124.341,254.166,185.597,131.79,158.6935,190.5176667,1.04,0.56,0.87,0.715,0.823333333,5,5,5,5,5,61.49,42.6,43.41,43.005,49.16666667,12,9,12,10.5,11,13,13,13,13,13,3,3,3,3,3,87,61,4,86,25,32.875
Rat,LE,75-83days,,R2139,2139,IH-impactor,75kdyn,C5,Unilateral,,,75,78,599,120,0,,,,599,,,2,-1,3,1,1.333333333,133.83,60.5,110.48,85.49,101.6033333,91.58,119,93.43,106.215,101.3366667,2.94,0.18,0.674,0.427,1.264666667,132.92,82.647,112,97.3235,109.189,94.5,92.28,90.41,91.345,92.39666667,1.406,0.041,0.402,0.2215,0.616333333,123.5,124.68,110.8,117.74,119.66,167.18,79.41,151.48,115.445,132.69,0.59,0.04,1.51,0.775,0.713333333,122.81,123.3,110.2167,116.75835,118.7755667,152.95,88.9,141.87,115.385,127.9066667,1.37,0.01,0.6,0.305,0.66,5,5,5,5,5,68.87,64.91,63.57,64.24,65.78333333,9,10,10,10,9.666666667,13,12,12,12,12.33333333,3,3,3,3,3,71,47,10,62,24,32.708958
Rat,LE,75-83days,,R2140,2140,IH-impactor,75kdyn,C5,Unilateral,,,75,75,705,120,0,,,,705,,,4,7,17,12,9.333333333,137.67,137.667,141.267,139.467,138.868,74.95,74.65,70.7,72.675,73.43333333,0.134,1.156,0.126,0.641,0.472,139.2,139.2,144,141.6,140.8,81.2,81.2,87.25,84.225,83.21666667,1.044,1.01,0.118,0.564,0.724,132.67,114.15,141.483,127.8165,129.4343333,214.91,110.073,125.81,117.9415,150.2643333,1.04,1.29,1.29,1.29,1.206666667,131.84,116.25,128.1,122.175,125.3966667,179.987,93,116.27,104.635,129.7523333,2.22,1.03,1.3,1.165,1.516666667,4,4,5,4.5,4.333333333,62.75,62.5,43.53,53.015,56.26,9,9,10,9.5,9.333333333,12,13,13,13,12.66666667,3,3,3,3,3,89,61,0,88,28,28.121693
Rat,LE,75-83days,,R2141,2141,IH-impactor,75kdyn,C5,Unilateral,,,75,76,705,127,0,,,,705,,,-4,-2,11,4.5,1.666666667,128.2,128.8,118.7,123.75,125.2333333,98.613,98.613,100.86,99.7365,99.362,0.86,0.57,0.336,0.453,0.588666667,131.63,131.63,117,124.315,126.7533333,100,100,103.71,101.855,101.2366667,0.3,1.59,0.336,0.963,0.742,103.1,127.18,114.5167,120.84835,114.9322333,176.56,116.7,130.73,123.715,141.33,0.33,0.53,0.34,0.435,0.4,103.98,128.72,115.433,122.0765,116.0443333,154.63,129.69,139.94,134.815,141.42,0.39,0.53,1,0.765,0.64,5,5,5,5,5,84.42,60.38,79.31,69.845,74.70333333,9,9,10,9.5,9.333333333,11,12,13,12.5,12,3,3,3,3,3,83,59,0,83,24,45.63411
Rat,LE,75-83days,,R2142,2142,IH-impactor,75kdyn,C5,Unilateral,,,75,75,599,120,0,,,,599,,,2,5,17,11,8,120.45,120.45,119.02,119.735,119.9733333,84.104,84.1,105.257,94.6785,91.15366667,0.22,0.03,0.848,0.439,0.366,127.78,127.78,122,124.89,125.8533333,98.21,98.21,132.72,115.465,109.7133333,0.57,1.14,0.32,0.73,0.676666667,102.83,106.5,118.48,112.49,109.27,209.95,157.7,155.85,156.775,174.5,1.59,1.21,1.38,1.295,1.393333333,100.05,144.23,122.33,133.28,122.2033333,157.17,151.59,150.1,150.845,152.9533333,1.37,0.62,0.848,0.734,0.946,5,5,5,5,5,37.65,59.17,48.68,53.925,48.5,10,10,10,10,10,12,12,12,12,12,3,3,3,3,3,92,55,0,75,38,30.685558
Rat,LE,75-83days,,R2143,2143,IH-impactor,75kdyn,C5,Unilateral,,,75,80,,,0,,,,0,,,-5,-3,7,2,-0.333333333,121.56,137,123.67,130.335,127.41,115.163,61.89,89.825,75.8575,88.95933333,1.59,0.984,0.73,0.857,1.101333333,124.19,138.033,122,130.0165,128.0743333,159.666,63.75,82.7,73.225,102.0386667,1.59,2.43,2.05,2.24,2.023333333,98.48,135.01,117.58,126.295,117.0233333,193.95,108.85,179.425,144.1375,160.7416667,0.58,3.27,2.05,2.66,1.966666667,96.43,134.55,140.3,137.425,123.76,193.95,103.53,183.63,143.58,160.37,1.59,1.32,0.73,1.025,1.213333333,5,4,4,4,4.333333333,31.01,30.77,49,39.885,36.92666667,10,12,12,12,11.33333333,13,13,13,13,13,3,3,3,3,3,92,53,0,76,38,33.981426
Rat,LE,75-83days,,R2144,2144,IH-impactor,75kdyn,C5,Unilateral,,,75,77,546,120,0,,,,546,,,5,9.5,21,15.25,11.83333333,101.83,101.83,132.117,116.9735,111.9256667,88.95,88.95,69.28,79.115,82.39333333,1.332,0.1,1.218,0.659,0.883333333,100.8,100.8,135,117.9,112.2,116.813,116.813,80.45,98.6315,104.692,0.678,1.02,0.182,0.601,0.626666667,102.87,120.44,135.4,127.92,119.57,229.453,79.28,121.02,100.15,143.251,1.51,1.21,1.07,1.14,1.263333333,105.07,121.36,143.73,132.545,123.3866667,201.04,83.24,113.7,98.47,132.66,0.86,2.12,1.96,2.04,1.646666667,5,5,5,5,5,34.69,41.18,60,50.59,45.29,10,10,11,10.5,10.33333333,12,13,13,13,12.66666667,3,3,3,3,3,111,76,0,107,35,33.767452
Rat,LE,75-83days,,R2145,2145,IH-impactor,75kdyn,C5,Unilateral,,,75,79,687,124,0,,,,687,,,2,1,9,5,4,117.15,117.15,123.83,120.49,119.3766667,72.49,72.49,78.688,75.589,74.556,1.547,0.695,1.68,1.1875,1.307333333,116.72,116.72,124,120.36,119.1466667,88.06,88.06,79.18,83.62,85.1,0.93,0.695,1.1025,0.89875,0.909166667,123.97,113.08,126.27,119.675,121.1066667,170.25,99.78,135.938,117.859,135.3226667,1.11,0.56,1,0.78,0.89,128.71,112.97,127.6042,120.2871,123.0947333,158.75,84.52,151.5125,118.01625,131.5941667,1.07,0.56,0.29,0.425,0.64,3,3,5,4,3.666666667,89.13,61.14,57.62,59.38,69.29666667,10,12,10,11,10.66666667,13,12,13,12.5,12.66666667,3,3,3,3,3,89,45,0,64,45,17.125584
Rat,LE,75-83days,,R2146,2146,IH-impactor,75kdyn,C5,Unilateral,,,75,81,599,120,0,,,,599,,,-8,-7,4,-1.5,-3.666666667,127.93,121.12,116.467,118.7935,121.839,124.016,65.61,100.3,82.955,96.642,1.588,0.238,0.514,0.376,0.78,134.53,123.05,125,124.025,127.5266667,150.35,76.43,122.36,99.395,116.38,0.2546,1.666,1.994,1.83,1.304866667,129.167,117.34,113.93,115.635,120.1456667,266.62,117.16,180.2,148.68,187.9933333,0.25,1.29,2.94,2.115,1.493333333,125.43,120.13,122.98,121.555,122.8466667,223.26,126.54,201.01,163.775,183.6033333,2.1,2.19,0.14,1.165,1.476666667,5,5,5,5,5,61.73,43.96,55.36,49.66,53.68333333,11,11,12,11.5,11.33333333,12,13,13,13,12.66666667,3,3,3,3,3,84,48,1,70,36,30.806328
Rat,LE,75-83days,,R2158,2158,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,-10,7,32,19.5,9.666666667,119.77,114.317,107.73,111.0235,113.939,104.917,159.93,132.45,146.19,132.4323333,1.082,1.644,0.5,1.072,1.075333333,136.93,125.507,108,116.7535,123.479,116.09,130.607,123.993,127.3,123.5633333,2.014,0.362,1.16,0.761,1.178666667,118.81,109.33,102.53,105.93,110.2233333,209.037,316.727,336.73,326.7285,287.498,0.924,0.532,0.94,0.736,0.798666667,120.833,100.79,102.85,101.82,108.1576667,161.986,304.45,268.86,286.655,245.0986667,1.008,1.56,1.6,1.58,1.389333333,5,5,5,5,5,17.83,11.11,15.69,13.4,14.87666667,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,111,111,112,111,0,106.13913
Rat,LE,75-83days,,R2159,2159,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-20,-1,6,2.5,-5,118.08,116.37,93.37,104.87,109.2733333,188.378,149.51,97.37,123.44,145.086,3.333,2.05,2.64,2.345,2.674333333,118.08,117.34,106,111.67,113.8066667,188.38,162.5,116.84,139.67,155.9066667,2.7833,2.32,1.79,2.055,2.297766667,113.96,103.25,96,99.625,104.4033333,175.07,324.78,205.68,265.23,235.1766667,3.75,0.53,0.828,0.679,1.702666667,125.25,106.94,138.53,122.735,123.5733333,263.0167,272.08,421.53,346.805,318.8755667,4.308,0.782,3.61,2.196,2.9,2,2,3,2.5,2.333333333,72.14,65.63,51.92,58.775,63.23,8,9,9,9,8.666666667,7,7,8,7.5,7.333333333,2,3,3,3,2.666666667,55,8,5,9,46,46.474712
Rat,LE,75-83days,,R2160,2160,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,-7,-1,16,7.5,2.666666667,126.33,118.18,113.43,115.805,119.3133333,137.8,129.02,105.74,117.38,124.1866667,0.04,1.075,0.525,0.8,0.546666667,119.13,121.7,114,117.85,118.2766667,117.75,135.27,122.02,128.645,125.0133333,0.0375,0.32,2.65,1.485,1.0025,128.57,121.74,117.77,119.755,122.6933333,183.68,264.62,241.9,253.26,230.0666667,2.084,0.25,0.22,0.235,0.851333333,122.03,126.45,112.77,119.61,120.4166667,173.86,280.98,213.35,247.165,222.73,1.146,0.35,2.68,1.515,1.392,5,5,5,5,5,4.76,52.5,26.66,39.58,27.97333333,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,99,98,100,98,0,108.38603
Rat,LE,75-83days,,R2161,2161,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-12,-9,7,-1,-4.666666667,120.35,137.13,100.68,118.905,119.3866667,85.09,121.3,64.28,92.79,90.22333333,0.12,0.492,2.27,1.381,0.960666667,111.25,139.48,103,121.24,117.91,170.87,186.38,89.85,138.115,149.0333333,2.968,0.25,0.48,0.365,1.232666667,128.28,136.75,108.74,122.745,124.59,268.11,289.8,198.69,244.245,252.2,0.12,0.285,0.99,0.6375,0.465,131.7,144.187,108.89,126.5385,128.259,131.68,238.99,169.05,204.02,179.9066667,3.192,1.43,1.66,1.545,2.094,2,4,3,3.5,3,89.6,51.61,79.71,65.66,73.64,8,9,9,9,8.666666667,9,7,10,8.5,8.666666667,2,3,3,3,2.666666667,58,10,3,13,48,83.784195
Rat,LE,75-83days,,R2162,2162,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-18,-12,3,-4.5,-9,98.24,106.7,111.03,108.865,105.3233333,111.335,338.4,163.78,251.09,204.505,2.33,1.58,1.38,1.48,1.763333333,113.52,104.39,118,111.195,111.97,146.69,365.34,165.7,265.52,225.91,0.386,0.33,0.46,0.395,0.392,120.21,90.3,114.47,102.385,108.3266667,127.28,471.4,278.88,375.14,292.52,1.56,1.79,0.46,1.125,1.27,115.73,120.98,124.6,122.79,120.4366667,183.61,438.35,268.55,353.45,296.8366667,0.384,3.7,2.302,3.001,2.128666667,2,5,3,4,3.333333333,100,87.65,90.14,88.895,92.59666667,8,9,9,9,8.666666667,7,9,10,9.5,8.666666667,2,3,3,3,2.666666667,80,9,3,11,71,58.126873
Rat,LE,75-83days,,R2163,2163,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,7,16,25,20.5,16,112.93,137.15,139.73,138.44,129.9366667,133.77,98.28,64.58,81.43,98.87666667,0.286,0.826,0.77,0.798,0.627333333,111.18,131.2,139,135.1,127.1266667,153.78,123,72.6,97.8,116.46,0.714,0.35,0.66,0.505,0.574666667,202.8,137.017,138.43,137.7235,159.4156667,172.7,227.67,127.18,177.425,175.85,0.714,1.301,0.67,0.9855,0.895,131.7,133.17,137.63,135.4,134.1666667,185.93,194.61,168.85,181.73,183.13,0.71,0.826,0.764,0.795,0.766666667,5,5,5,5,5,25.24,20.9,34.03,27.465,26.72333333,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,95,95,105,90,0,90.226234
Rat,LE,75-83days,,R2164,2164,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-1,14,24,19,12.33333333,119.8,127.33,106.93,117.13,118.02,96.66,146,51.25,98.625,97.97,4.306,3.732,3.636,3.684,3.891333333,140.25,138.5,137,137.75,138.5833333,179.14,28.7,134.33,81.515,114.0566667,3.668,5.096,3.648,4.372,4.137333333,138.3,114.45,134.1,124.275,128.95,228.9,295.34,184.13,239.735,236.1233333,1.754,4.3,1.754,3.027,2.602666667,141.7,136.56,123.607,130.0835,133.9556667,198.9,338.39,200.68,269.535,245.99,1.116,2.938,1.78,2.359,1.944666667,2,4,,4,3,91.38,91.67,,91.67,91.525,9,9,9,9,9,8,8,10,9,8.666666667,2,3,3,3,2.666666667,63,16,11,18,47,57.01856
Rat,LE,75-83days,,R2180,2180,IH-impactor,100kdyn,C5,Unilateral,Jerry,,100,108,1305,120,0,,,,1305,,,-3,11,18,14.5,8.666666667,113.63,123.6,133.3,128.45,123.51,163.23,69.78,40.55,55.165,91.18666667,0.44,0.01,0.22,0.115,0.223333333,141.767,131.63,135,133.315,136.1323333,195.6,84.33,51.08,67.705,110.3366667,0.44,2.22,0.25,1.235,0.97,125.9,151.5,133.3,142.4,136.9,322.5,198.1,110.5,154.3,210.3666667,0.44,3.15,1.33,2.24,1.64,137.27,127.52,137.1,132.31,133.9633333,409.8,168.43,111.98,140.205,230.07,0.438,0.92,0.22,0.57,0.526,2,5,5,5,4,100,95.24,79.71,87.475,91.65,9,9,9,9,9,8,11,10,10.5,9.666666667,2,3,3,3,2.666666667,66,26,5,34,40,8.572813
